date,product_id,category,demand,stock_level,safety_stock,reorder_point,lead_time,criticality,unit_cost,supplier_id,batch_number,expiry_date,storage_temp
2024-03-23,16,OTC,406,1548,586,1172,6,1,761.7981162853943,5,B202403-9907,2025-01-24,-20°C
2024-03-24,16,OTC,322,1226,586,1172,8,1,473.42470132483646,3,B202403-8151,2025-06-01,Room Temp
2024-03-25,16,OTC,535,1954,586,1172,9,1,765.0354407912627,5,B202403-9177,2025-04-22,2-8°C
2024-03-26,16,OTC,485,1469,586,1172,5,1,365.2011443950664,3,B202403-2690,2025-10-27,Room Temp
2024-03-27,16,OTC,505,1954,586,1172,7,1,577.2761076054203,5,B202403-9359,2025-08-08,2-8°C
2024-03-28,16,OTC,576,1378,586,1172,7,1,227.663797244435,4,B202403-3256,2024-12-12,Room Temp
2024-03-29,16,OTC,476,1954,586,1172,9,1,222.73441139927274,1,B202403-7059,2025-06-04,2-8°C
2024-03-30,16,OTC,478,1476,586,1172,8,1,37.63961481248779,3,B202403-1798,2024-09-27,2-8°C
2024-03-31,16,OTC,329,1954,586,1172,7,1,35.47529510020965,5,B202403-1941,2025-10-03,Room Temp
2024-04-01,16,OTC,516,1438,586,1172,6,1,348.0534547555646,5,B202404-8448,2026-03-15,-20°C
2024-04-02,16,OTC,631,1954,586,1172,9,1,218.73134399934307,3,B202404-5140,2025-04-19,-20°C
2024-04-03,16,OTC,457,1497,586,1172,8,1,745.6924859029551,1,B202404-9346,2024-10-19,-20°C
2024-04-04,16,OTC,518,1954,586,1172,5,1,417.1729319606305,3,B202404-7621,2025-08-20,Room Temp
2024-04-05,16,OTC,489,1465,586,1172,6,1,628.4015575690438,5,B202404-8459,2025-07-02,2-8°C
2024-04-06,16,OTC,337,1954,586,1172,7,1,74.164862340204,1,B202404-8641,2025-11-24,Room Temp
2024-04-07,16,OTC,516,1438,586,1172,8,1,959.3608826245087,5,B202404-1784,2026-03-16,-20°C
2024-04-08,16,OTC,510,1954,586,1172,6,1,842.5113928062433,1,B202404-9993,2025-07-10,2-8°C
2024-04-09,16,OTC,478,1476,586,1172,6,1,238.1793785926226,2,B202404-7487,2025-11-30,2-8°C
2024-04-10,16,OTC,581,1954,586,1172,9,1,697.2298834665935,5,B202404-6257,2025-11-13,-20°C
2024-04-11,16,OTC,427,1527,586,1172,9,1,710.5829169185982,2,B202404-7462,2024-11-25,2-8°C
2024-04-12,16,OTC,623,1954,586,1172,5,1,158.50238653989553,4,B202404-7936,2026-02-19,Room Temp
2024-04-13,16,OTC,437,1517,586,1172,6,1,741.1471418756875,1,B202404-7839,2025-01-19,Room Temp
2024-04-14,16,OTC,382,1954,586,1172,9,1,72.0790908047906,1,B202404-2070,2024-10-15,-20°C
2024-04-15,16,OTC,496,1458,586,1172,6,1,689.7954047735366,5,B202404-2547,2025-10-31,-20°C
2024-04-16,16,OTC,551,1954,586,1172,9,1,23.00973758813778,5,B202404-6340,2024-10-24,-20°C
2024-04-17,16,OTC,568,1386,586,1172,7,1,377.6641961047458,1,B202404-9494,2026-03-07,-20°C
2024-04-18,16,OTC,515,1954,586,1172,6,1,610.8006011895656,4,B202404-4479,2025-08-22,2-8°C
2024-04-19,16,OTC,403,1551,586,1172,9,1,972.4978789908721,2,B202404-7430,2025-09-22,2-8°C
2024-04-20,16,OTC,299,1252,586,1172,8,1,799.3645442411848,1,B202404-9969,2025-01-27,2-8°C
2024-04-21,16,OTC,458,1954,586,1172,5,1,115.5040914315931,1,B202404-1670,2025-02-16,2-8°C
2024-04-22,16,OTC,482,1472,586,1172,8,1,352.9508944368596,2,B202404-4053,2026-01-07,-20°C
2024-04-23,16,OTC,603,1954,586,1172,8,1,898.360011010647,2,B202404-3497,2025-12-28,-20°C
2024-04-24,16,OTC,500,1454,586,1172,8,1,125.1990428423149,3,B202404-6527,2025-05-30,2-8°C
2024-04-25,16,OTC,629,1954,586,1172,8,1,593.5021136669606,2,B202404-4244,2025-11-03,2-8°C
2024-04-26,16,OTC,420,1534,586,1172,5,1,427.37807049070045,2,B202404-3666,2026-01-10,-20°C
2024-04-27,16,OTC,443,1954,586,1172,8,1,813.830162222013,1,B202404-4210,2025-06-10,2-8°C
2024-04-28,16,OTC,412,1542,586,1172,6,1,972.4889523435887,4,B202404-2618,2025-03-23,Room Temp
2024-04-29,16,OTC,355,1187,586,1172,6,1,79.62963922606384,3,B202404-9377,2025-05-30,Room Temp
2024-04-30,16,OTC,324,1954,586,1172,6,1,149.45617815106212,1,B202404-7450,2026-01-05,Room Temp
2024-05-01,16,OTC,471,1483,586,1172,6,1,905.5458046219974,1,B202405-4365,2025-08-13,2-8°C
2024-05-02,16,OTC,598,1954,586,1172,5,1,990.892724967921,4,B202405-3869,2025-01-18,2-8°C
2024-05-03,16,OTC,490,1464,586,1172,6,1,822.4029032004076,3,B202405-3440,2025-12-11,Room Temp
2024-05-04,16,OTC,453,1954,586,1172,9,1,502.5525373265212,2,B202405-8959,2025-01-11,Room Temp
2024-05-05,16,OTC,488,1466,586,1172,8,1,903.978190917516,5,B202405-2403,2024-12-27,2-8°C
2024-05-06,16,OTC,409,1954,586,1172,8,1,277.4707896415665,5,B202405-7977,2025-11-15,Room Temp
2024-05-07,16,OTC,565,1389,586,1172,7,1,554.5695531889321,5,B202405-3257,2025-03-30,-20°C
2024-05-08,16,OTC,548,1954,586,1172,5,1,925.689323910652,1,B202405-9347,2024-12-08,Room Temp
2024-05-09,16,OTC,458,1496,586,1172,5,1,549.99573802904,5,B202405-8338,2025-12-02,-20°C
2024-05-10,16,OTC,544,1954,586,1172,7,1,146.00469218425553,5,B202405-9415,2024-12-06,-20°C
2024-05-11,16,OTC,326,1628,586,1172,6,1,774.8675526617338,4,B202405-1614,2025-10-01,Room Temp
2024-05-12,16,OTC,479,1954,586,1172,7,1,400.48850516601607,5,B202405-2737,2025-09-04,-20°C
2024-05-13,16,OTC,516,1438,586,1172,9,1,374.9626308900942,1,B202405-1456,2025-04-28,-20°C
2024-05-14,16,OTC,467,1954,586,1172,5,1,762.772125535863,1,B202405-4624,2026-04-15,2-8°C
2024-05-15,16,OTC,550,1404,586,1172,8,1,444.1846894917273,2,B202405-6425,2025-07-31,Room Temp
2024-05-16,16,OTC,461,1954,586,1172,7,1,194.11978415365562,4,B202405-2981,2024-12-09,Room Temp
2024-05-17,16,OTC,425,1529,586,1172,9,1,360.5707378459616,5,B202405-5944,2024-12-20,-20°C
2024-05-18,16,OTC,374,1954,586,1172,5,1,733.6120669877567,5,B202405-6369,2025-01-03,2-8°C
2024-05-19,16,OTC,351,1603,586,1172,7,1,962.9110917527358,5,B202405-9462,2026-04-06,2-8°C
2024-05-20,16,OTC,507,1954,586,1172,8,1,366.2909610705606,1,B202405-2083,2025-12-30,2-8°C
2024-05-21,16,OTC,509,1445,586,1172,5,1,805.0784404629095,2,B202405-7475,2026-03-24,2-8°C
2024-05-22,16,OTC,393,1954,586,1172,6,1,77.33564028954257,1,B202405-3686,2025-02-21,2-8°C
2024-05-23,16,OTC,530,1424,586,1172,8,1,940.6431833188352,2,B202405-4079,2025-08-15,-20°C
2024-05-24,16,OTC,538,1954,586,1172,9,1,228.962235291843,4,B202405-5342,2025-09-17,Room Temp
2024-05-25,16,OTC,351,1603,586,1172,9,1,939.1932365350019,2,B202405-1114,2025-02-08,Room Temp
2024-05-26,16,OTC,441,1954,586,1172,9,1,60.41232186403537,5,B202405-3706,2025-06-20,-20°C
2024-05-27,16,OTC,582,1372,586,1172,9,1,668.5693929373422,2,B202405-5549,2026-03-08,-20°C
2024-05-28,16,OTC,447,1954,586,1172,6,1,863.2500585454602,3,B202405-5750,2025-06-16,2-8°C
2024-05-29,16,OTC,498,1456,586,1172,5,1,249.06108329949683,5,B202405-5696,2025-02-19,Room Temp
2024-05-30,16,OTC,504,1954,586,1172,7,1,695.3617652136497,1,B202405-9963,2026-04-21,-20°C
2024-05-31,16,OTC,390,1564,586,1172,7,1,447.7159342089395,2,B202405-8527,2025-01-06,Room Temp
2024-06-01,16,OTC,309,1255,586,1172,5,1,211.97456524671088,2,B202406-5529,2026-03-28,2-8°C
2024-06-02,16,OTC,397,1954,586,1172,9,1,772.0644987902214,1,B202406-2310,2026-03-01,Room Temp
2024-06-03,16,OTC,502,1452,586,1172,9,1,664.7376815115119,2,B202406-9113,2025-06-27,-20°C
2024-06-04,16,OTC,465,1954,586,1172,6,1,482.80329113833056,5,B202406-5952,2025-10-03,2-8°C
2024-06-05,16,OTC,443,1511,586,1172,7,1,385.88073580721283,4,B202406-6792,2025-08-30,-20°C
2024-06-06,16,OTC,588,1954,586,1172,9,1,782.2781564060526,2,B202406-6380,2025-07-19,Room Temp
2024-06-07,16,OTC,431,1523,586,1172,5,1,722.7470367037965,3,B202406-2440,2026-03-19,2-8°C
2024-06-08,16,OTC,490,1954,586,1172,9,1,812.2667181071084,2,B202406-3467,2025-07-20,-20°C
2024-06-09,16,OTC,334,1620,586,1172,5,1,111.53668100199235,3,B202406-1205,2025-01-17,-20°C
2024-06-10,16,OTC,487,1954,586,1172,8,1,523.6889676705881,3,B202406-5014,2025-03-01,Room Temp
2024-06-11,16,OTC,499,1455,586,1172,5,1,872.1693462992527,4,B202406-8273,2025-12-15,-20°C
2024-06-12,16,OTC,636,1954,586,1172,7,1,788.2051499212296,2,B202406-3654,2025-08-29,Room Temp
2024-06-13,16,OTC,462,1492,586,1172,9,1,20.460160464443323,2,B202406-4063,2025-05-27,2-8°C
2024-06-14,16,OTC,525,1954,586,1172,5,1,103.53561803471977,5,B202406-7287,2026-01-12,Room Temp
2024-06-15,16,OTC,378,1576,586,1172,9,1,316.9043400496807,1,B202406-5386,2025-07-15,Room Temp
2024-06-16,16,OTC,417,1954,586,1172,5,1,134.19488946472381,2,B202406-3313,2025-05-29,2-8°C
2024-06-17,16,OTC,343,1611,586,1172,6,1,522.5643031699132,1,B202406-8180,2026-05-01,Room Temp
2024-06-18,16,OTC,497,1954,586,1172,8,1,153.85353053807282,2,B202406-3650,2025-11-18,2-8°C
2024-06-19,16,OTC,413,1541,586,1172,9,1,852.0486538342038,5,B202406-7520,2025-01-27,Room Temp
2024-06-20,16,OTC,450,1954,586,1172,8,1,701.2425886431831,3,B202406-5084,2025-06-10,Room Temp
2024-06-21,16,OTC,502,1452,586,1172,7,1,563.3646049925338,5,B202406-3210,2025-10-25,-20°C
2024-06-22,16,OTC,285,1954,586,1172,8,1,960.8648033737645,2,B202406-6135,2025-03-31,2-8°C
2024-06-23,16,OTC,360,1594,586,1172,7,1,866.3769888488238,1,B202406-4385,2025-02-28,2-8°C
2024-06-24,16,OTC,405,1189,586,1172,7,1,424.29578537510065,4,B202406-7969,2026-03-24,2-8°C
2024-06-25,16,OTC,461,1954,586,1172,6,1,679.6857060544505,3,B202406-3182,2025-10-03,Room Temp
2024-06-26,16,OTC,549,1405,586,1172,9,1,866.5135057842866,4,B202406-4669,2025-07-12,-20°C
2024-06-27,16,OTC,421,1954,586,1172,5,1,694.3354887330455,3,B202406-3128,2025-02-15,-20°C
2024-06-28,16,OTC,356,1598,586,1172,8,1,553.8300370766345,5,B202406-3452,2025-12-02,2-8°C
2024-06-29,16,OTC,383,1215,586,1172,8,1,910.3506250972038,4,B202406-4382,2025-01-19,2-8°C
2024-06-30,16,OTC,459,1954,586,1172,9,1,603.9172357334058,1,B202406-4686,2026-02-02,-20°C
2024-07-01,16,OTC,512,1442,586,1172,8,1,818.7842297090764,5,B202407-3836,2026-06-06,2-8°C
2024-07-02,16,OTC,391,1954,586,1172,5,1,542.5391892376683,2,B202407-7196,2025-08-06,2-8°C
2024-07-03,16,OTC,357,1597,586,1172,8,1,586.7329022328666,5,B202407-1963,2026-01-24,Room Temp
2024-07-04,16,OTC,346,1251,586,1172,7,1,234.1506945787109,4,B202407-5109,2025-09-02,Room Temp
2024-07-05,16,OTC,405,1954,586,1172,9,1,108.09510159250367,1,B202407-3011,2025-04-20,2-8°C
2024-07-06,16,OTC,389,1565,586,1172,7,1,912.0006064898395,1,B202407-1867,2025-10-05,2-8°C
2024-07-07,16,OTC,462,1954,586,1172,6,1,452.8984297161801,1,B202407-6864,2026-01-29,Room Temp
2024-07-08,16,OTC,433,1521,586,1172,9,1,86.43088579201432,2,B202407-5385,2025-05-09,Room Temp
2024-07-09,16,OTC,451,1954,586,1172,8,1,688.0824535849524,1,B202407-6893,2025-06-02,-20°C
2024-07-10,16,OTC,424,1530,586,1172,6,1,311.7050599712054,3,B202407-4220,2025-03-14,Room Temp
2024-07-11,16,OTC,353,1177,586,1172,8,1,64.90858592723416,5,B202407-6867,2025-11-19,Room Temp
2024-07-12,16,OTC,381,1954,586,1172,6,1,963.6068414335067,1,B202407-7236,2025-10-28,Room Temp
2024-07-13,16,OTC,343,1611,586,1172,6,1,874.9131127589453,3,B202407-4724,2025-08-24,-20°C
2024-07-14,16,OTC,336,1275,586,1172,6,1,616.3042527199103,3,B202407-7906,2025-10-05,2-8°C
2024-07-15,16,OTC,408,1954,586,1172,8,1,219.5005716870598,2,B202407-5188,2025-09-03,-20°C
2024-07-16,16,OTC,379,1575,586,1172,6,1,233.42460189738458,1,B202407-2261,2025-12-27,Room Temp
2024-07-17,16,OTC,403,1172,586,1172,7,1,730.4489678020083,2,B202407-7798,2025-11-16,Room Temp
2024-07-18,16,OTC,485,1954,586,1172,6,1,886.0453567230147,4,B202407-5307,2026-01-30,Room Temp
2024-07-19,16,OTC,380,1574,586,1172,9,1,255.4532857303064,1,B202407-1746,2026-01-02,Room Temp
2024-07-20,16,OTC,321,1253,586,1172,6,1,61.87352434797768,1,B202407-6955,2025-07-16,2-8°C
2024-07-21,16,OTC,339,1954,586,1172,7,1,113.90218305866577,4,B202407-1715,2026-01-14,Room Temp
2024-07-22,16,OTC,390,1564,586,1172,8,1,177.69354098890236,5,B202407-8828,2025-02-11,Room Temp
2024-07-23,16,OTC,409,1954,586,1172,6,1,54.16519539207536,5,B202407-8100,2026-01-29,-20°C
2024-07-24,16,OTC,355,1599,586,1172,6,1,505.8973239446912,3,B202407-1994,2026-05-16,2-8°C
2024-07-25,16,OTC,389,1210,586,1172,8,1,373.2025501236146,5,B202407-2151,2025-09-04,2-8°C
2024-07-26,16,OTC,321,1954,586,1172,8,1,217.27488174645484,2,B202407-7415,2025-09-14,Room Temp
2024-07-27,16,OTC,390,1564,586,1172,9,1,571.4540190504382,4,B202407-4802,2025-02-26,Room Temp
2024-07-28,16,OTC,315,1249,586,1172,8,1,886.1122216457085,4,B202407-4186,2025-10-10,Room Temp
2024-07-29,16,OTC,416,1954,586,1172,9,1,434.37475683433144,1,B202407-7626,2026-04-18,Room Temp
2024-07-30,16,OTC,399,1555,586,1172,6,1,284.89162675018923,5,B202407-7001,2025-04-17,-20°C
2024-07-31,16,OTC,433,1954,586,1172,9,1,246.42693525212627,5,B202407-6760,2025-08-01,2-8°C
2024-08-01,16,OTC,361,1593,586,1172,5,1,475.5363652338607,3,B202408-9394,2025-12-11,-20°C
2024-08-02,16,OTC,468,1954,586,1172,8,1,100.55988170933858,3,B202408-9118,2026-01-24,-20°C
2024-08-03,16,OTC,388,1566,586,1172,7,1,493.4005150232621,4,B202408-5158,2026-01-03,2-8°C
2024-08-04,16,OTC,250,1316,586,1172,9,1,64.92607586458396,4,B202408-6634,2026-05-28,2-8°C
2024-08-05,16,OTC,302,1954,586,1172,6,1,53.305928476223805,4,B202408-4903,2025-05-16,Room Temp
2024-08-06,16,OTC,422,1532,586,1172,8,1,579.050950244856,4,B202408-7988,2025-08-28,-20°C
2024-08-07,16,OTC,464,1954,586,1172,5,1,510.9850654429654,1,B202408-6595,2026-02-11,Room Temp
2024-08-08,16,OTC,363,1591,586,1172,5,1,746.3237588743682,1,B202408-1900,2025-08-11,Room Temp
2024-08-09,16,OTC,365,1226,586,1172,9,1,50.08426724667334,5,B202408-1517,2026-02-22,2-8°C
2024-08-10,16,OTC,338,1954,586,1172,6,1,494.3010271417216,2,B202408-9995,2025-04-10,2-8°C
2024-08-11,16,OTC,282,1672,586,1172,7,1,558.9634413914873,5,B202408-6930,2025-08-23,-20°C
2024-08-12,16,OTC,351,1321,586,1172,8,1,784.5923193191541,5,B202408-6434,2025-03-19,-20°C
2024-08-13,16,OTC,383,1954,586,1172,9,1,278.5112622715171,5,B202408-6024,2026-02-14,Room Temp
2024-08-14,16,OTC,400,1554,586,1172,9,1,236.5579517806556,2,B202408-2724,2025-05-15,Room Temp
2024-08-15,16,OTC,367,1187,586,1172,8,1,334.2526370039167,3,B202408-5313,2025-11-24,-20°C
2024-08-16,16,OTC,442,1954,586,1172,9,1,745.3322250479423,3,B202408-7718,2025-12-11,2-8°C
2024-08-17,16,OTC,303,1651,586,1172,7,1,691.4331979772173,4,B202408-2562,2026-06-15,-20°C
2024-08-18,16,OTC,293,1358,586,1172,8,1,39.62262899612482,2,B202408-6427,2025-12-31,Room Temp
2024-08-19,16,OTC,463,1954,586,1172,7,1,358.2869250290605,4,B202408-9653,2025-06-19,2-8°C
2024-08-20,16,OTC,425,1529,586,1172,9,1,503.7375041333618,4,B202408-6685,2026-03-18,-20°C
2024-08-21,16,OTC,370,1954,586,1172,6,1,379.2754877103044,3,B202408-2895,2025-11-18,2-8°C
2024-08-22,16,OTC,431,1523,586,1172,7,1,587.1458224791327,1,B202408-8364,2025-09-15,Room Temp
2024-08-23,16,OTC,371,1954,586,1172,7,1,362.2963599086267,2,B202408-6978,2025-07-24,2-8°C
2024-08-24,16,OTC,283,1671,586,1172,5,1,852.2607670554253,4,B202408-1118,2026-02-10,Room Temp
2024-08-25,16,OTC,295,1376,586,1172,7,1,656.7006779049678,1,B202408-3944,2025-03-02,Room Temp
2024-08-26,16,OTC,404,1954,586,1172,8,1,965.0158750202895,3,B202408-7171,2026-07-01,Room Temp
2024-08-27,16,OTC,273,1681,586,1172,5,1,551.4511040900138,3,B202408-9876,2026-03-14,-20°C
2024-08-28,16,OTC,310,1371,586,1172,8,1,725.7557484587511,1,B202408-2290,2025-10-28,-20°C
2024-08-29,16,OTC,283,1954,586,1172,9,1,485.28437570249173,5,B202408-9808,2025-06-08,Room Temp
2024-08-30,16,OTC,287,1667,586,1172,7,1,945.6231364190386,3,B202408-1851,2025-05-23,Room Temp
2024-08-31,16,OTC,280,1387,586,1172,9,1,570.4462168628122,3,B202408-2311,2025-05-22,-20°C
2024-09-01,16,OTC,308,1954,586,1172,8,1,154.36393282472213,2,B202409-6420,2025-03-03,2-8°C
2024-09-02,16,OTC,321,1633,586,1172,8,1,215.1573121015108,3,B202409-4259,2025-11-01,-20°C
2024-09-03,16,OTC,373,1260,586,1172,9,1,685.3496232202114,4,B202409-7252,2026-06-23,2-8°C
2024-09-04,16,OTC,329,1954,586,1172,7,1,109.98941427965734,2,B202409-9737,2025-11-17,-20°C
2024-09-05,16,OTC,337,1617,586,1172,6,1,56.81914380244719,2,B202409-1815,2025-10-29,-20°C
2024-09-06,16,OTC,321,1296,586,1172,6,1,540.7780838551895,5,B202409-6397,2026-06-20,Room Temp
2024-09-07,16,OTC,329,1954,586,1172,8,1,856.5235709434365,4,B202409-2622,2026-03-25,2-8°C
2024-09-08,16,OTC,309,1645,586,1172,6,1,138.4891422275654,3,B202409-3740,2026-07-31,-20°C
2024-09-09,16,OTC,370,1275,586,1172,8,1,830.3771066386753,4,B202409-3689,2025-09-22,Room Temp
2024-09-10,16,OTC,408,1954,586,1172,9,1,759.1720648025531,1,B202409-4281,2026-04-28,2-8°C
2024-09-11,16,OTC,338,1616,586,1172,9,1,230.97590354492627,1,B202409-8528,2026-06-20,2-8°C
2024-09-12,16,OTC,280,1336,586,1172,8,1,966.6873441806418,4,B202409-3255,2025-04-19,Room Temp
2024-09-13,16,OTC,321,1954,586,1172,7,1,97.6087099999019,3,B202409-6431,2025-10-30,2-8°C
2024-09-14,16,OTC,276,1678,586,1172,5,1,242.64777816295006,3,B202409-4084,2026-02-20,-20°C
2024-09-15,16,OTC,243,1435,586,1172,6,1,931.7719037991884,3,B202409-2875,2025-07-20,Room Temp
2024-09-16,16,OTC,324,1954,586,1172,8,1,66.17111987252781,3,B202409-1887,2026-02-28,2-8°C
2024-09-17,16,OTC,353,1601,586,1172,7,1,926.6111462982602,2,B202409-9560,2026-07-16,2-8°C
2024-09-18,16,OTC,289,1312,586,1172,8,1,677.728373104489,2,B202409-6475,2025-08-11,-20°C
2024-09-19,16,OTC,342,1954,586,1172,7,1,926.7953682268343,1,B202409-6293,2025-10-24,Room Temp
2024-09-20,16,OTC,376,1578,586,1172,5,1,641.2805027358586,5,B202409-6629,2026-01-23,Room Temp
2024-09-21,16,OTC,342,1236,586,1172,7,1,104.9995961167917,1,B202409-6507,2025-05-13,Room Temp
2024-09-22,16,OTC,361,1954,586,1172,6,1,803.033331487047,2,B202409-8241,2025-04-15,Room Temp
2024-09-23,16,OTC,346,1608,586,1172,8,1,319.0344038596679,4,B202409-8589,2026-03-03,2-8°C
2024-09-24,16,OTC,349,1259,586,1172,5,1,175.17055367318054,3,B202409-5969,2025-08-12,2-8°C
2024-09-25,16,OTC,333,1954,586,1172,9,1,766.0408269080187,4,B202409-7737,2025-05-14,Room Temp
2024-09-26,16,OTC,282,1672,586,1172,5,1,566.6403561955082,4,B202409-7098,2026-06-21,Room Temp
2024-09-27,16,OTC,342,1330,586,1172,5,1,617.8168653689529,4,B202409-8185,2025-11-07,-20°C
2024-09-28,16,OTC,254,1954,586,1172,5,1,768.0584165835038,3,B202409-3797,2025-06-22,-20°C
2024-09-29,16,OTC,244,1710,586,1172,8,1,424.10615697409486,2,B202409-1285,2025-03-30,-20°C
2024-09-30,16,OTC,315,1395,586,1172,7,1,544.222598949755,4,B202409-5999,2025-04-27,2-8°C
2024-10-01,16,OTC,282,1954,586,1172,6,1,274.9762014138896,3,B202410-2922,2025-04-30,-20°C
2024-10-02,16,OTC,317,1637,586,1172,8,1,804.875614677434,1,B202410-8142,2026-02-19,-20°C
2024-10-03,16,OTC,327,1310,586,1172,9,1,226.64967896007136,1,B202410-1501,2025-06-27,2-8°C
2024-10-04,16,OTC,344,1954,586,1172,9,1,798.2441718237757,4,B202410-9779,2026-03-11,2-8°C
2024-10-05,16,OTC,301,1653,586,1172,6,1,974.4752828548473,1,B202410-5967,2026-04-10,Room Temp
2024-10-06,16,OTC,310,1343,586,1172,8,1,704.9126582321908,5,B202410-5691,2026-05-15,-20°C
2024-10-07,16,OTC,314,1954,586,1172,5,1,472.3950262107217,4,B202410-9348,2025-08-22,2-8°C
2024-10-08,16,OTC,323,1631,586,1172,5,1,617.1808176883674,2,B202410-5050,2026-06-25,Room Temp
2024-10-09,16,OTC,326,1305,586,1172,8,1,274.69049761388516,2,B202410-2538,2026-05-24,2-8°C
2024-10-10,16,OTC,297,1954,586,1172,8,1,524.6650833563427,1,B202410-8414,2025-06-06,-20°C
2024-10-11,16,OTC,307,1647,586,1172,8,1,753.2194499120922,1,B202410-8559,2026-08-22,Room Temp
2024-10-12,16,OTC,298,1349,586,1172,5,1,599.3721962600798,3,B202410-9136,2026-03-13,2-8°C
2024-10-13,16,OTC,270,1954,586,1172,7,1,410.60893860254174,5,B202410-6228,2025-05-24,2-8°C
2024-10-14,16,OTC,332,1622,586,1172,6,1,979.7458752921495,1,B202410-3680,2026-01-11,2-8°C
2024-10-15,16,OTC,430,1192,586,1172,8,1,634.9430069731594,2,B202410-1105,2025-06-25,Room Temp
2024-10-16,16,OTC,403,1954,586,1172,8,1,890.6801704372017,3,B202410-5513,2026-10-11,2-8°C
2024-10-17,16,OTC,387,1567,586,1172,9,1,880.26956701257,4,B202410-9612,2025-11-09,-20°C
2024-10-18,16,OTC,367,1200,586,1172,5,1,232.60528432630056,5,B202410-1912,2026-09-07,2-8°C
2024-10-19,16,OTC,306,1954,586,1172,9,1,853.1055940741691,1,B202410-2171,2026-07-04,-20°C
2024-10-20,16,OTC,294,1660,586,1172,6,1,905.2283383956279,3,B202410-1104,2025-11-02,2-8°C
2024-10-21,16,OTC,420,1240,586,1172,7,1,696.4428301153143,3,B202410-5651,2025-06-05,-20°C
2024-10-22,16,OTC,292,1954,586,1172,9,1,866.0657259692566,3,B202410-8749,2026-07-01,-20°C
2024-10-23,16,OTC,297,1657,586,1172,5,1,23.322970957537347,5,B202410-4886,2025-05-31,2-8°C
2024-10-24,16,OTC,482,1175,586,1172,7,1,566.7185695264449,4,B202410-8846,2026-01-24,Room Temp
2024-10-25,16,OTC,256,1954,586,1172,6,1,726.7990750662944,4,B202410-6121,2025-07-22,2-8°C
2024-10-26,16,OTC,200,1754,586,1172,7,1,776.1039873879786,4,B202410-6125,2025-05-23,Room Temp
2024-10-27,16,OTC,271,1483,586,1172,8,1,145.59074840381686,1,B202410-7011,2026-06-11,-20°C
2024-10-28,16,OTC,388,1954,586,1172,8,1,443.37227803990163,3,B202410-8249,2026-02-27,Room Temp
2024-10-29,16,OTC,278,1676,586,1172,6,1,349.96310551014767,2,B202410-6167,2026-04-02,2-8°C
2024-10-30,16,OTC,445,1231,586,1172,6,1,698.7733898225666,3,B202410-8797,2026-05-15,2-8°C
2024-10-31,16,OTC,368,1954,586,1172,9,1,290.98166884044673,5,B202410-8473,2025-07-17,Room Temp
2024-11-01,16,OTC,382,1572,586,1172,6,1,643.0037791534052,3,B202411-8535,2026-05-08,-20°C
2024-11-02,16,OTC,263,1309,586,1172,5,1,989.2199336091913,4,B202411-3231,2026-09-15,2-8°C
2024-11-03,16,OTC,286,1954,586,1172,8,1,644.0400855706868,4,B202411-3607,2026-05-30,2-8°C
2024-11-04,16,OTC,238,1716,586,1172,6,1,29.334737309953713,3,B202411-2988,2026-06-19,-20°C
2024-11-05,16,OTC,286,1430,586,1172,5,1,86.13051538809059,3,B202411-5093,2026-01-11,2-8°C
2024-11-06,16,OTC,311,1954,586,1172,5,1,836.2788124094267,4,B202411-1757,2025-09-21,-20°C
2024-11-07,16,OTC,279,1675,586,1172,9,1,728.7917923801712,3,B202411-4836,2026-06-16,2-8°C
2024-11-08,16,OTC,381,1294,586,1172,7,1,773.8042983551393,1,B202411-5830,2025-05-21,Room Temp
2024-11-09,16,OTC,301,1954,586,1172,6,1,506.86956892404226,2,B202411-2733,2026-09-26,-20°C
2024-11-10,16,OTC,294,1660,586,1172,7,1,277.53762677834686,1,B202411-2708,2025-09-27,2-8°C
2024-11-11,16,OTC,433,1227,586,1172,7,1,485.9281042337404,1,B202411-8831,2026-01-27,-20°C
2024-11-12,16,OTC,339,1954,586,1172,7,1,568.6563307724563,4,B202411-4549,2025-07-26,-20°C
2024-11-13,16,OTC,427,1527,586,1172,8,1,340.3333613763934,3,B202411-9992,2025-09-10,-20°C
2024-11-14,16,OTC,413,1954,586,1172,7,1,597.0574622744409,2,B202411-3040,2025-06-02,2-8°C
2024-11-15,16,OTC,485,1469,586,1172,6,1,333.87874512041014,5,B202411-2599,2026-09-29,-20°C
2024-11-16,16,OTC,289,1180,586,1172,9,1,40.41123945419538,2,B202411-4930,2026-08-28,-20°C
2024-11-17,16,OTC,325,1954,586,1172,9,1,946.5955594281927,2,B202411-6788,2025-06-28,Room Temp
2024-11-18,16,OTC,303,1651,586,1172,8,1,571.0413974288166,5,B202411-1042,2025-10-13,-20°C
2024-11-19,16,OTC,414,1237,586,1172,9,1,172.6893980394333,4,B202411-5048,2026-08-07,-20°C
2024-11-20,16,OTC,383,1954,586,1172,9,1,828.2771287950076,5,B202411-5065,2026-06-22,2-8°C
2024-11-21,16,OTC,360,1594,586,1172,7,1,282.1516379168583,1,B202411-6721,2026-04-19,2-8°C
2024-11-22,16,OTC,394,1200,586,1172,6,1,841.9265815367686,3,B202411-9027,2025-11-26,-20°C
2024-11-23,16,OTC,338,1954,586,1172,5,1,351.67753859757994,2,B202411-6121,2026-06-12,-20°C
